file,line,class,confidence,token
frontend/src/app/dashboard/contracts/[id]/page.tsx,59,question-marks,0.65,"DRAFT: '?? ??',"
frontend/src/app/dashboard/contracts/[id]/page.tsx,60,question-marks,0.65,"PENDING_APPROVAL: '? ??? ???',"
frontend/src/app/dashboard/contracts/[id]/page.tsx,61,question-marks,0.65,"APPROVED: '??? ??',"
frontend/src/app/dashboard/contracts/[id]/page.tsx,62,question-marks,0.65,"SIGNED: '?? ??',"
frontend/src/app/dashboard/contracts/[id]/page.tsx,63,question-marks,0.65,"PRINTED: '?? ??',"
frontend/src/app/dashboard/contracts/[id]/page.tsx,64,question-marks,0.65,"CANCELLED: '?? ??',"
frontend/src/app/dashboard/contracts/[id]/page.tsx,65,question-marks,0.65,"EXPIRED: '??? ??'"
frontend/src/app/dashboard/contracts/[id]/page.tsx,110,question-marks,0.65,"if (!amount) return '???';"
frontend/src/app/dashboard/contracts/[id]/page.tsx,131,question-marks,0.65,"const note = typeof window !== 'undefined' ? window.prompt('??? (??):') || undefined : undefined;"
frontend/src/app/dashboard/contracts/[id]/page.tsx,133,question-marks,0.65,"if (!confirm('?? ? ??? ?? ?? ??? ???')) return;"
frontend/src/app/dashboard/contracts/[id]/page.tsx,136,question-marks,0.65,"const ok = confirm('?? ? ?/?? ?? ?? ??? ???');"
frontend/src/app/dashboard/contracts/[id]/page.tsx,140,question-marks,0.65,"if (!confirm('?? ? ??? ?? ?? ??? ???')) return;"
frontend/src/app/dashboard/contracts/[id]/page.tsx,143,question-marks,0.65,"if (!confirm('?? ? ?? ?? ?? ??? ???')) return;"
frontend/src/app/dashboard/contracts/[id]/page.tsx,149,question-marks,0.65,"alert('?? ? ??? ???');"
frontend/src/app/dashboard/contracts/[id]/page.tsx,164,question-marks,0.65,"<h1 className=""text-2xl font-bold text-white mb-4"">?? ?? ??</h1>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,166,question-marks,0.65,"??? ? ?? ???"
frontend/src/app/dashboard/contracts/[id]/page.tsx,181,question-marks,0.65,"<p className=""text-gray-300"">??? ??: {contract.contractNumber}</p>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,199,question-marks,0.65,"title=""??? ??"""
frontend/src/app/dashboard/contracts/[id]/page.tsx,209,question-marks,0.65,"title=""? ??"""
frontend/src/app/dashboard/contracts/[id]/page.tsx,240,question-marks,0.65,"??? PDF"
frontend/src/app/dashboard/contracts/[id]/page.tsx,253,question-marks,0.65,"??? ??"
frontend/src/app/dashboard/contracts/[id]/page.tsx,261,question-marks,0.65,"<h3 className=""text-lg font-semibold text-white"">?? ??</h3>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,264,question-marks,0.65,"<span className=""text-gray-400"">??? ??:</span>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,265,question-marks,0.65,"<span className=""mr-2 text-white"">{contract.contractData.formNumber || '???'}</span>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,268,question-marks,0.65,"<span className=""text-gray-400"">??? ??:</span>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,269,question-marks,0.65,"<span className=""mr-2 text-white"">{contract.contractData.formDate || '???'}</span>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,272,question-marks,0.65,"<span className=""text-gray-400"">??? ??:</span>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,273,question-marks,0.65,"<span className=""mr-2 text-white"">{contract.contractData.contractDate || '???'}</span>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,276,question-marks,0.65,"<span className=""text-gray-400"">?? ???:</span>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,277,question-marks,0.65,"<span className=""mr-2 text-white"">{contract.contractData.paymentMethod || '???'}</span>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,284,question-marks,0.65,"<h3 className=""text-lg font-semibold text-white"">?? ???</h3>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,287,question-marks,0.65,"<span className=""text-gray-400"">?? ? ?? ??:</span>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,288,question-marks,0.65,"<span className=""mr-2 text-white"">{contract.contractData.buyerName || '???'}</span>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,291,question-marks,0.65,"<span className=""text-gray-400"">? ??:</span>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,292,question-marks,0.65,"<span className=""mr-2 text-white"">{contract.contractData.buyerNationalId || '???'}</span>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,295,question-marks,0.65,"<span className=""text-gray-400"">??? ??:</span>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,296,question-marks,0.65,"<span className=""mr-2 text-white"">{contract.contractData.buyerPhone || '???'}</span>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,299,question-marks,0.65,"<span className=""text-gray-400"">?? ???:</span>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,300,question-marks,0.65,"<span className=""mr-2 text-white"">{contract.contractData.projectAddress || '???'}</span>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,308,question-marks,0.65,"<h3 className=""text-lg font-semibold text-white"">??? ??</h3>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,313,question-marks,0.65,"<th className=""text-right text-white p-3"">??</th>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,315,question-marks,0.65,"<th className=""text-right text-white p-3"">?? ??</th>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,316,question-marks,0.65,"<th className=""text-right text-white p-3"">??</th>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,317,question-marks,0.65,"<th className=""text-right text-white p-3"">??</th>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,318,question-marks,0.65,"<th className=""text-right text-white p-3"">??</th>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,319,question-marks,0.65,"<th className=""text-right text-white p-3"">???</th>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,320,question-marks,0.65,"<th className=""text-right text-white p-3"">?? ??</th>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,322,question-marks,0.65,"<th className=""text-right text-white p-3"">?? ?</th>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,323,question-marks,0.65,"<th className=""text-right text-white p-3"">??</th>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,337,question-marks,0.65,"<td className=""p-3 text-white"">{item.unitPrice ? item.unitPrice.toLocaleString('fa-IR') : 0} ??</td>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,338,question-marks,0.65,"<td className=""p-3 text-white"">{item.totalPrice ? item.totalPrice.toLocaleString('fa-IR') : 0} ??</td>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,350,question-marks,0.65,"<h3 className=""text-lg font-semibold text-white"">??? ??</h3>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,353,question-marks,0.65,"<span className=""text-gray-400"">?? ?:</span>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,356,question-marks,0.65,"`${contract.contractData.totalAmount.toLocaleString('fa-IR')} ??` :"
frontend/src/app/dashboard/contracts/[id]/page.tsx,362,question-marks,0.65,"<span className=""text-gray-400"">?? ? ? ??:</span>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,363,question-marks,0.65,"<span className=""mr-2 text-white"">{contract.contractData.totalAmountWords || '???'}</span>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,382,question-marks,0.65,"<h2 className=""text-xl font-semibold text-white mb-4"">???</h2>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,394,question-marks,0.65,"?? ???"
frontend/src/app/dashboard/contracts/[id]/page.tsx,401,question-marks,0.65,"<span className=""text-gray-400"">?? ???:</span>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,406,question-marks,0.65,"<span className=""text-gray-400"">? ??:</span>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,412,question-marks,0.65,"<span className=""text-gray-400"">??? ??:</span>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,418,question-marks,0.65,"<span className=""text-gray-400"">?? ???:</span>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,426,question-marks,0.65,"<span className=""text-gray-400"">??:</span>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,433,question-marks,0.65,"<span className=""text-gray-400"">??:</span>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,439,question-marks,0.65,"<span className=""text-gray-400"">???:</span>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,445,question-marks,0.65,"<span className=""text-gray-400"">??:</span>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,451,question-marks,0.65,"<span className=""text-gray-400"">??:</span>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,464,question-marks,0.65,"??? ??"
frontend/src/app/dashboard/contracts/[id]/page.tsx,468,question-marks,0.65,"<span className=""text-gray-400"">?? ?:</span>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,474,question-marks,0.65,"<span className=""text-gray-400"">??:</span>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,478,question-marks,0.65,"<span className=""text-gray-400"">??? ?? ??:</span>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,485,question-marks,0.65,"<span className=""text-gray-400"">??? ?? ??:</span>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,493,question-marks,0.65,"<span className=""text-gray-400"">?? ?? ??:</span>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,506,question-marks,0.65,"???"
frontend/src/app/dashboard/contracts/[id]/page.tsx,510,question-marks,0.65,"<span className=""text-gray-400"">??? ???:</span>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,515,question-marks,0.65,"<span className=""text-gray-400"">??? ??:</span>"
frontend/src/app/dashboard/contracts/[id]/page.tsx,521,question-marks,0.65,"<span className=""text-gray-400"">??? ??:</span>"
frontend/src/app/dashboard/departments/create/page.tsx,36,question-marks,0.65,"setError('?? ?? ??? ??');"
frontend/src/app/dashboard/departments/create/page.tsx,40,question-marks,0.65,"setError('?? ??? ?? ??? ??');"
frontend/src/app/dashboard/departments/create/page.tsx,44,question-marks,0.65,"setError('?? ??? ??');"
frontend/src/app/dashboard/departments/create/page.tsx,64,question-marks,0.65,"alert('?? ? ??? ??? ?');"
frontend/src/app/dashboard/departments/create/page.tsx,69,question-marks,0.65,"setError(error.response?.data?.error || '?? ? ??? ??');"
frontend/src/app/dashboard/departments/create/page.tsx,83,question-marks,0.65,"<h1 className=""text-2xl font-bold text-primary"">??? ?? ??</h1>"
frontend/src/app/dashboard/departments/create/page.tsx,84,question-marks,0.65,"<p className=""text-secondary"">??? ?? ?? ? ???</p>"
frontend/src/app/dashboard/departments/create/page.tsx,92,question-marks,0.65,"<span>??? ? ??</span>"
frontend/src/app/dashboard/departments/create/page.tsx,109,question-marks,0.65,"<h2 className=""text-xl font-bold text-primary mb-4"">?? ??</h2>"
frontend/src/app/dashboard/departments/create/page.tsx,112,question-marks,0.65,"<label className=""block text-sm text-secondary mb-2"">?? ?? (??) *</label>"
frontend/src/app/dashboard/departments/create/page.tsx,125,question-marks,0.65,"<label className=""block text-sm text-secondary mb-2"">?? ?? (???) *</label>"
frontend/src/app/dashboard/departments/create/page.tsx,132,question-marks,0.65,"placeholder=""?? ??"""
frontend/src/app/dashboard/departments/create/page.tsx,138,question-marks,0.65,"<label className=""block text-sm text-secondary mb-2"">?? *</label>"
frontend/src/app/dashboard/departments/create/page.tsx,144,question-marks,0.65,"placeholder=""?? ??? ? ??..."""
frontend/src/app/dashboard/departments/create/page.tsx,158,question-marks,0.65,"<span className=""text-secondary"">?? ??</span>"
frontend/src/app/dashboard/departments/create/page.tsx,171,question-marks,0.65,"??"
frontend/src/app/dashboard/departments/create/page.tsx,183,question-marks,0.65,"<span>{loading ? '? ?? ???...' : '??? ??'}</span>"
frontend/src/app/dashboard/departments/page.tsx,57,question-marks,0.65,"setError(error.response?.data?.error || '?? ? ??? ? ??');"
frontend/src/app/dashboard/departments/page.tsx,73,question-marks,0.65,"alert('?? ? ??? ?? ?');"
frontend/src/app/dashboard/departments/page.tsx,77,question-marks,0.65,"alert(error.response?.data?.error || '?? ? ?? ??');"
frontend/src/app/dashboard/departments/page.tsx,109,question-marks,0.65,"<h2 className=""text-xl font-bold text-primary mb-2"">?? ? ??</h2>"
frontend/src/app/dashboard/departments/page.tsx,115,question-marks,0.65,"?? ??"
frontend/src/app/dashboard/departments/page.tsx,130,question-marks,0.65,"<h1 className=""text-2xl font-bold text-primary"">??? ???</h1>"
frontend/src/app/dashboard/departments/page.tsx,131,question-marks,0.65,"<p className=""text-secondary"">??? ??? ? ?? ??</p>"
frontend/src/app/dashboard/departments/page.tsx,140,question-marks,0.65,"<span>?? ??</span>"
frontend/src/app/dashboard/departments/page.tsx,147,question-marks,0.65,"<span>??? ??</span>"
frontend/src/app/dashboard/departments/page.tsx,158,question-marks,0.65,"<p className=""text-sm text-secondary"">? ???</p>"
frontend/src/app/dashboard/departments/page.tsx,168,question-marks,0.65,"<p className=""text-sm text-secondary"">?? ??</p>"
frontend/src/app/dashboard/departments/page.tsx,180,question-marks,0.65,"<p className=""text-sm text-secondary"">?? ??</p>"
frontend/src/app/dashboard/departments/page.tsx,192,question-marks,0.65,"<p className=""text-sm text-secondary"">? ??</p>"
frontend/src/app/dashboard/departments/page.tsx,206,question-marks,0.65,"<label className=""block text-sm text-secondary mb-2"">???</label>"
frontend/src/app/dashboard/departments/page.tsx,213,question-marks,0.65,"placeholder=""??? ? ?? ? ??..."""
frontend/src/app/dashboard/departments/page.tsx,220,question-marks,0.65,"<label className=""block text-sm text-secondary mb-2"">???</label>"
frontend/src/app/dashboard/departments/page.tsx,226,question-marks,0.65,"<option value="""">?? ??</option>"
frontend/src/app/dashboard/departments/page.tsx,227,question-marks,0.65,"<option value=""active"">??</option>"
frontend/src/app/dashboard/departments/page.tsx,228,question-marks,0.65,"<option value=""inactive"">??</option>"
frontend/src/app/dashboard/departments/page.tsx,241,question-marks,0.65,"<span>?? ?? ??</span>"
frontend/src/app/dashboard/departments/page.tsx,250,question-marks,0.65,"<h2 className=""text-xl font-bold text-primary"">?? ???</h2>"
frontend/src/app/dashboard/departments/page.tsx,252,question-marks,0.65,"<button className=""glass-liquid-btn p-2"" title=""???"">"
frontend/src/app/dashboard/departments/page.tsx,262,question-marks,0.65,"<th className=""text-right py-3 px-4 text-secondary"">?? ??</th>"
frontend/src/app/dashboard/departments/page.tsx,263,question-marks,0.65,"<th className=""text-right py-3 px-4 text-secondary"">?? ???</th>"
frontend/src/app/dashboard/departments/page.tsx,264,question-marks,0.65,"<th className=""text-right py-3 px-4 text-secondary"">??</th>"
frontend/src/app/dashboard/departments/page.tsx,265,question-marks,0.65,"<th className=""text-right py-3 px-4 text-secondary"">??? ??</th>"
frontend/src/app/dashboard/departments/page.tsx,266,question-marks,0.65,"<th className=""text-right py-3 px-4 text-secondary"">???</th>"
frontend/src/app/dashboard/departments/page.tsx,267,question-marks,0.65,"<th className=""text-right py-3 px-4 text-secondary"">??? ???</th>"
frontend/src/app/dashboard/departments/page.tsx,268,question-marks,0.65,"<th className=""text-right py-3 px-4 text-secondary"">???</th>"
frontend/src/app/dashboard/departments/page.tsx,301,question-marks,0.65,"{department.isActive ? '??' : '??'}"
frontend/src/app/dashboard/departments/page.tsx,312,question-marks,0.65,"title=""??? ???"""
frontend/src/app/dashboard/departments/page.tsx,319,question-marks,0.65,"title=""???"""
frontend/src/app/dashboard/departments/page.tsx,326,question-marks,0.65,"title=""??"""
frontend/src/app/dashboard/departments/page.tsx,340,question-marks,0.65,"<p className=""text-secondary"">?? ?? ?? ??</p>"
frontend/src/app/dashboard/departments/page.tsx,350,question-marks,0.65,"<h2 className=""text-xl font-bold text-primary"">??? ??</h2>"
frontend/src/app/dashboard/departments/page.tsx,359,question-marks,0.65,"?? ??? ??? ? ??? ??{' '}"
frontend/src/app/dashboard/departments/page.tsx,363,question-marks,0.65,"? ?? ??? ?? ?? ?? ??? ??."
frontend/src/app/dashboard/departments/page.tsx,368,question-marks,0.65,"? ?? ?? ??? {departmentToDelete._count.users} ??? ??."
frontend/src/app/dashboard/departments/page.tsx,369,question-marks,0.65,"?? ? ?? ?? ? ? ?? ??? ??? ??."
frontend/src/app/dashboard/departments/page.tsx,379,question-marks,0.65,"??"
frontend/src/app/dashboard/departments/page.tsx,385,question-marks,0.65,"??"
frontend/src/app/dashboard/inventory/master-data/page.tsx,65,question-marks,0.65,"title: '?? ??',"
frontend/src/app/dashboard/inventory/master-data/page.tsx,66,question-marks,0.65,"titlePersian: '?? ??',"
frontend/src/app/dashboard/inventory/master-data/page.tsx,67,question-marks,0.65,"description: '??? ??? ?? ??',"
frontend/src/app/dashboard/inventory/master-data/page.tsx,79,question-marks,0.65,"{ key: 'namePersian', label: '?? ???', type: 'text', required: true },"
frontend/src/app/dashboard/inventory/master-data/page.tsx,80,question-marks,0.65,"{ key: 'name', label: '?? ??', type: 'text', required: false },"
frontend/src/app/dashboard/inventory/master-data/page.tsx,81,question-marks,0.65,"{ key: 'description', label: '??', type: 'textarea', required: false },"
frontend/src/app/dashboard/inventory/master-data/page.tsx,82,question-marks,0.65,"{ key: 'isActive', label: '???', type: 'select', required: false, options: ["
frontend/src/app/dashboard/inventory/master-data/page.tsx,83,question-marks,0.65,"{ value: true, label: '??' },"
frontend/src/app/dashboard/inventory/master-data/page.tsx,84,question-marks,0.65,"{ value: false, label: '??' }"
frontend/src/app/dashboard/inventory/master-data/page.tsx,90,question-marks,0.65,"title: '?? ??',"
frontend/src/app/dashboard/inventory/master-data/page.tsx,91,question-marks,0.65,"titlePersian: '?? ??',"
frontend/src/app/dashboard/inventory/master-data/page.tsx,92,question-marks,0.65,"description: '??? ?? ??? ??',"
frontend/src/app/dashboard/inventory/master-data/page.tsx,104,question-marks,0.65,"{ key: 'namePersian', label: '?? ???', type: 'text', required: true },"
frontend/src/app/dashboard/inventory/master-data/page.tsx,105,question-marks,0.65,"{ key: 'name', label: '?? ??', type: 'text', required: false },"
frontend/src/app/dashboard/inventory/master-data/page.tsx,106,question-marks,0.65,"{ key: 'description', label: '??', type: 'textarea', required: false },"
frontend/src/app/dashboard/inventory/master-data/page.tsx,107,question-marks,0.65,"{ key: 'isActive', label: '???', type: 'select', required: false, options: ["
frontend/src/app/dashboard/inventory/master-data/page.tsx,108,question-marks,0.65,"{ value: true, label: '??' },"
frontend/src/app/dashboard/inventory/master-data/page.tsx,109,question-marks,0.65,"{ value: false, label: '??' }"
frontend/src/app/dashboard/inventory/master-data/page.tsx,115,question-marks,0.65,"title: '?? ??',"
frontend/src/app/dashboard/inventory/master-data/page.tsx,116,question-marks,0.65,"titlePersian: '?? ??',"
frontend/src/app/dashboard/inventory/master-data/page.tsx,117,question-marks,0.65,"description: '??? ?? ??? ??',"
frontend/src/app/dashboard/inventory/master-data/page.tsx,129,question-marks,0.65,"{ key: 'namePersian', label: '?? ???', type: 'text', required: true },"
frontend/src/app/dashboard/inventory/master-data/page.tsx,130,question-marks,0.65,"{ key: 'name', label: '?? ??', type: 'text', required: false },"
frontend/src/app/dashboard/inventory/master-data/page.tsx,131,question-marks,0.65,"{ key: 'value', label: '???', type: 'number', required: true },"
frontend/src/app/dashboard/inventory/master-data/page.tsx,132,question-marks,0.65,"{ key: 'unit', label: '??', type: 'select', required: true, options: ['mm', 'cm', 'm'] },"
frontend/src/app/dashboard/inventory/master-data/page.tsx,133,question-marks,0.65,"{ key: 'description', label: '??', type: 'textarea', required: false }"
frontend/src/app/dashboard/inventory/master-data/page.tsx,138,question-marks,0.65,"title: '???',"
frontend/src/app/dashboard/inventory/master-data/page.tsx,139,question-marks,0.65,"titlePersian: '???',"
frontend/src/app/dashboard/inventory/master-data/page.tsx,140,question-marks,0.65,"description: '??? ??? ???',"
frontend/src/app/dashboard/inventory/master-data/page.tsx,152,question-marks,0.65,"{ key: 'namePersian', label: '?? ???', type: 'text', required: true },"
frontend/src/app/dashboard/inventory/master-data/page.tsx,153,question-marks,0.65,"{ key: 'name', label: '?? ??', type: 'text', required: false },"
frontend/src/app/dashboard/inventory/master-data/page.tsx,154,question-marks,0.65,"{ key: 'value', label: '???', type: 'number', required: true },"
frontend/src/app/dashboard/inventory/master-data/page.tsx,155,question-marks,0.65,"{ key: 'unit', label: '??', type: 'select', required: true, options: ['mm', 'cm', 'm'] },"
frontend/src/app/dashboard/inventory/master-data/page.tsx,156,question-marks,0.65,"{ key: 'description', label: '??', type: 'textarea', required: false }"
frontend/src/app/dashboard/inventory/master-data/page.tsx,161,question-marks,0.65,"title: '??',"
frontend/src/app/dashboard/inventory/master-data/page.tsx,162,question-marks,0.65,"titlePersian: '??',"
frontend/src/app/dashboard/inventory/master-data/page.tsx,163,question-marks,0.65,"description: '??? ??? ???',"
frontend/src/app/dashboard/inventory/master-data/page.tsx,175,question-marks,0.65,"{ key: 'namePersian', label: '?? ???', type: 'text', required: true },"
frontend/src/app/dashboard/inventory/master-data/page.tsx,176,question-marks,0.65,"{ key: 'name', label: '?? ??', type: 'text', required: false },"
frontend/src/app/dashboard/inventory/master-data/page.tsx,177,question-marks,0.65,"{ key: 'description', label: '??', type: 'textarea', required: false },"
frontend/src/app/dashboard/inventory/master-data/page.tsx,178,question-marks,0.65,"{ key: 'isActive', label: '???', type: 'select', required: false, options: ["
frontend/src/app/dashboard/inventory/master-data/page.tsx,179,question-marks,0.65,"{ value: true, label: '??' },"
frontend/src/app/dashboard/inventory/master-data/page.tsx,180,question-marks,0.65,"{ value: false, label: '??' }"
frontend/src/app/dashboard/inventory/master-data/page.tsx,186,question-marks,0.65,"title: '?? ???',"
frontend/src/app/dashboard/inventory/master-data/page.tsx,187,question-marks,0.65,"titlePersian: '?? ???',"
frontend/src/app/dashboard/inventory/master-data/page.tsx,188,question-marks,0.65,"description: '??? ??? ???',"
frontend/src/app/dashboard/inventory/master-data/page.tsx,200,question-marks,0.65,"{ key: 'namePersian', label: '?? ???', type: 'text', required: true },"
frontend/src/app/dashboard/inventory/master-data/page.tsx,201,question-marks,0.65,"{ key: 'name', label: '?? ??', type: 'text', required: false },"
frontend/src/app/dashboard/inventory/master-data/page.tsx,202,question-marks,0.65,"{ key: 'description', label: '??', type: 'textarea', required: false },"
frontend/src/app/dashboard/inventory/master-data/page.tsx,203,question-marks,0.65,"{ key: 'isActive', label: '???', type: 'select', required: false, options: ["
frontend/src/app/dashboard/inventory/master-data/page.tsx,204,question-marks,0.65,"{ value: true, label: '??' },"
frontend/src/app/dashboard/inventory/master-data/page.tsx,205,question-marks,0.65,"{ value: false, label: '??' }"
frontend/src/app/dashboard/inventory/master-data/page.tsx,211,question-marks,0.65,"title: '??/??',"
frontend/src/app/dashboard/inventory/master-data/page.tsx,212,question-marks,0.65,"titlePersian: '??/??',"
frontend/src/app/dashboard/inventory/master-data/page.tsx,213,question-marks,0.65,"description: '??? ??? ? ??',"
frontend/src/app/dashboard/inventory/master-data/page.tsx,225,question-marks,0.65,"{ key: 'namePersian', label: '?? ???', type: 'text', required: true },"
frontend/src/app/dashboard/inventory/master-data/page.tsx,226,question-marks,0.65,"{ key: 'name', label: '?? ??', type: 'text', required: false },"
frontend/src/app/dashboard/inventory/master-data/page.tsx,227,question-marks,0.65,"{ key: 'description', label: '??', type: 'textarea', required: false },"
frontend/src/app/dashboard/inventory/master-data/page.tsx,228,question-marks,0.65,"{ key: 'isActive', label: '???', type: 'select', required: false, options: ["
frontend/src/app/dashboard/inventory/master-data/page.tsx,229,question-marks,0.65,"{ value: true, label: '??' },"
frontend/src/app/dashboard/inventory/master-data/page.tsx,230,question-marks,0.65,"{ value: false, label: '??' }"
frontend/src/app/dashboard/inventory/master-data/page.tsx,326,question-marks,0.65,"if (!confirm(`?? ??? ??? ? ??? ""${item.namePersian}"" ? ?? ???`)) {"
frontend/src/app/dashboard/inventory/master-data/page.tsx,336,question-marks,0.65,"setModalMessage(`${item.namePersian} ? ??? ?? ?`);"
frontend/src/app/dashboard/inventory/master-data/page.tsx,341,question-marks,0.65,"setModalMessage('?? ? ?? ??');"
frontend/src/app/dashboard/inventory/master-data/page.tsx,342,question-marks,0.65,"setModalDetails(error.response?.data?.error || '?? ??? ? ?? ??');"
frontend/src/app/dashboard/inventory/master-data/page.tsx,356,question-marks,0.65,"setModalMessage(`??? ${item.namePersian} ? ??? ??? ??`);"
frontend/src/app/dashboard/inventory/master-data/page.tsx,361,question-marks,0.65,"setModalMessage('?? ? ??? ???');"
frontend/src/app/dashboard/inventory/master-data/page.tsx,362,question-marks,0.65,"setModalDetails(error.response?.data?.error || '?? ??? ? ?? ??');"
frontend/src/app/dashboard/inventory/master-data/page.tsx,394,question-marks,0.65,"??? ?? ??"
frontend/src/app/dashboard/inventory/master-data/page.tsx,397,question-marks,0.65,"??? ??? ?? ?? ?? ??? ??? ?? ??? ? ???"
frontend/src/app/dashboard/inventory/master-data/page.tsx,404,question-marks,0.65,"???"
frontend/src/app/dashboard/inventory/master-data/page.tsx,414,question-marks,0.65,"???"
frontend/src/app/dashboard/inventory/master-data/page.tsx,473,question-marks,0.65,"<span>??? ??</span>"
frontend/src/app/dashboard/inventory/master-data/page.tsx,485,question-marks,0.65,"placeholder=""??? ? ?? ?? ??? ? ?? ??..."""
frontend/src/app/dashboard/inventory/master-data/page.tsx,506,question-marks,0.65,"<th className=""text-right py-3 px-4 font-medium text-slate-800 dark:text-slate-200"">?? ???</th>"
frontend/src/app/dashboard/inventory/master-data/page.tsx,507,question-marks,0.65,"<th className=""text-right py-3 px-4 font-medium text-slate-800 dark:text-slate-200"">?? ??</th>"
frontend/src/app/dashboard/inventory/master-data/page.tsx,510,question-marks,0.65,"<th className=""text-right py-3 px-4 font-medium text-slate-800 dark:text-slate-200"">???</th>"
frontend/src/app/dashboard/inventory/master-data/page.tsx,511,question-marks,0.65,"<th className=""text-right py-3 px-4 font-medium text-slate-800 dark:text-slate-200"">??</th>"
frontend/src/app/dashboard/inventory/master-data/page.tsx,514,question-marks,0.65,"<th className=""text-right py-3 px-4 font-medium text-slate-800 dark:text-slate-200"">???</th>"
frontend/src/app/dashboard/inventory/master-data/page.tsx,515,question-marks,0.65,"<th className=""text-right py-3 px-4 font-medium text-slate-800 dark:text-slate-200"">???</th>"
frontend/src/app/dashboard/inventory/master-data/page.tsx,537,question-marks,0.65,"{item.isActive ? '??' : '??'}"
frontend/src/app/dashboard/inventory/master-data/page.tsx,547,question-marks,0.65,"title={item.isActive ? '?? ??' : '?? ??'}"
frontend/src/app/dashboard/inventory/master-data/page.tsx,565,question-marks,0.65,"title=""???"""
frontend/src/app/dashboard/inventory/master-data/page.tsx,574,question-marks,0.65,"title=""??"""
frontend/src/app/dashboard/inventory/master-data/page.tsx,589,question-marks,0.65,"{searchTerm ? '?? ??? ?? ??' : '?? ?? ??? ??'}"
frontend/src/app/dashboard/inventory/master-data/page.tsx,596,question-marks,0.65,"??? ?? ? ??? ??"
frontend/src/app/dashboard/inventory/master-data/page.tsx,606,question-marks,0.65,"??? ???"
frontend/src/app/dashboard/inventory/master-data/page.tsx,609,question-marks,0.65,"?? ??? ?? ?? ??? ?? ?? ? ???."
frontend/src/app/dashboard/inventory/master-data/page.tsx,623,question-marks,0.65,"{editingItem ? '???' : '???'} {currentSection?.titlePersian}"
frontend/src/app/dashboard/inventory/master-data/page.tsx,626,question-marks,0.65,"{editingItem ? '?? ? ??? ??' : '?? ?? ? ?? ??'}"
frontend/src/app/dashboard/inventory/master-data/page.tsx,642,question-marks,0.65,"placeholder={`${field.label} ? ?? ??`}"
frontend/src/app/dashboard/inventory/master-data/page.tsx,655,question-marks,0.65,"<option value="""">??? ??</option>"
frontend/src/app/dashboard/inventory/master-data/page.tsx,669,question-marks,0.65,"placeholder={`${field.label} ? ?? ??`}"
